"Response ID","Country","my full-time job:What motivates you to contribute to the selected open-source software project (select all that apply)?I contribute to/for...","my hobby:What motivates you to contribute to the selected open-source software project (select all that apply)?I contribute to/for...","volunteer in the community for free:What motivates you to contribute to the selected open-source software project (select all that apply)?I contribute to/for...","learn something new:What motivates you to contribute to the selected open-source software project (select all that apply)?I contribute to/for...","my school or university project:What motivates you to contribute to the selected open-source software project (select all that apply)?I contribute to/for...","help get a job:What motivates you to contribute to the selected open-source software project (select all that apply)?I contribute to/for...","meet new people:What motivates you to contribute to the selected open-source software project (select all that apply)?I contribute to/for...","get paid:What motivates you to contribute to the selected open-source software project (select all that apply)?I contribute to/for...","Other - Write In:What motivates you to contribute to the selected open-source software project (select all that apply)?I contribute to/for...","Other - Write In:What motivates you to contribute to the selected open-source software project (select all that apply)?I contribute to/for...","Other - Write In:What motivates you to contribute to the selected open-source software project (select all that apply)?I contribute to/for...","What motivates you to contribute to the selected open-source software project (select all that apply)?I contribute to/for... - Text Analysis:What motivates you to contribute to the selected open-source software project (select all that apply)?I contribute to/for...","How often do you contribute to the selected software project?","To be a part of how software is built:When thinking about how you selected this open source project to contribute to, how important were the following?","Project goals align with my own:When thinking about how you selected this open source project to contribute to, how important were the following?","My friends and colleagues contribute to this project:When thinking about how you selected this open source project to contribute to, how important were the following?","Project seemed welcoming :When thinking about how you selected this open source project to contribute to, how important were the following?","Project seemed easy to join:When thinking about how you selected this open source project to contribute to, how important were the following?","Saw on social media:When thinking about how you selected this open source project to contribute to, how important were the following?","Ability to contribute:When thinking about how you selected this open source project to contribute to, how important were the following?","Adding a missing feature/fixing or reporting bugs/requesting better documentation:When thinking about how you selected this open source project to contribute to, how important were the following?","Code quality:When thinking about how you selected this open source project to contribute to, how important were the following?","Code quality :When thinking about how you selected this open source project to contribute to, how important were the following?","Create a product that will impact communities:When thinking about how you selected this open source project to contribute to, how important were the following?","Doing open source was part of paid full time  job:When thinking about how you selected this open source project to contribute to, how important were the following?","Help with my daily job :When thinking about how you selected this open source project to contribute to, how important were the following?","How it solves my problems:When thinking about how you selected this open source project to contribute to, how important were the following?","I felt it was necessary that this project was updated.:When thinking about how you selected this open source project to contribute to, how important were the following?","I like this technology:When thinking about how you selected this open source project to contribute to, how important were the following?","I needed a feature that nobody was willing to implement:When thinking about how you selected this open source project to contribute to, how important were the following?","I used it and it needed some updates to keep working:When thinking about how you selected this open source project to contribute to, how important were the following?","I'm designer of the RB3201 platform hardware.:When thinking about how you selected this open source project to contribute to, how important were the following?","Impact, improving science:When thinking about how you selected this open source project to contribute to, how important were the following?","Interested in the software or technology:When thinking about how you selected this open source project to contribute to, how important were the following?","It was in need of more structure:When thinking about how you selected this open source project to contribute to, how important were the following?","It was my Job:When thinking about how you selected this open source project to contribute to, how important were the following?","Needed to add features for my work:When thinking about how you selected this open source project to contribute to, how important were the following?","Project creator:When thinking about how you selected this open source project to contribute to, how important were the following?","Project is well organized and does not re-invent the wheel:When thinking about how you selected this open source project to contribute to, how important were the following?","Project supports social equity:When thinking about how you selected this open source project to contribute to, how important were the following?","Provide up-to-date code for others learning:When thinking about how you selected this open source project to contribute to, how important were the following?","Saw a need in the community that affected people I know:When thinking about how you selected this open source project to contribute to, how important were the following?","Social impact:When thinking about how you selected this open source project to contribute to, how important were the following?","Something else:When thinking about how you selected this open source project to contribute to, how important were the following?","The project be very active:When thinking about how you selected this open source project to contribute to, how important were the following?","The software we're building at work required me to contribute:When thinking about how you selected this open source project to contribute to, how important were the following?","To align our dev and design processes:When thinking about how you selected this open source project to contribute to, how important were the following?","Update frequency, testability, accuracy:When thinking about how you selected this open source project to contribute to, how important were the following?","Useful to learn:When thinking about how you selected this open source project to contribute to, how important were the following?","Well tests and documents:When thinking about how you selected this open source project to contribute to, how important were the following?","may solve my needs for free:When thinking about how you selected this open source project to contribute to, how important were the following?","Interacting with welcoming collaborators:When thinking about why you continued to contribute to the selected project, how important are the following?","Connecting with people from around the world:When thinking about why you continued to contribute to the selected project, how important are the following?","Maintaining low stress levels:When thinking about why you continued to contribute to the selected project, how important are the following?","Having exciting tasks:When thinking about why you continued to contribute to the selected project, how important are the following?","Having challenging tasks:When thinking about why you continued to contribute to the selected project, how important are the following?","Being paid for my work:When thinking about why you continued to contribute to the selected project, how important are the following?","123:When thinking about why you continued to contribute to the selected project, how important are the following?","Because it is solving my problems:When thinking about why you continued to contribute to the selected project, how important are the following?","I contributed only a single time:When thinking about why you continued to contribute to the selected project, how important are the following?","I did not contiune:When thinking about why you continued to contribute to the selected project, how important are the following?","Kept needing the tool:When thinking about why you continued to contribute to the selected project, how important are the following?","Madey job easier:When thinking about why you continued to contribute to the selected project, how important are the following?","Maintaining good code and tech practices:When thinking about why you continued to contribute to the selected project, how important are the following?","Needed a new feature:When thinking about why you continued to contribute to the selected project, how important are the following?","Realizing my own ideas:When thinking about why you continued to contribute to the selected project, how important are the following?","Technology Stack:When thinking about why you continued to contribute to the selected project, how important are the following?","The software can be part of my daily work:When thinking about why you continued to contribute to the selected project, how important are the following?","We need to improve the software we use for our customers:When thinking about why you continued to contribute to the selected project, how important are the following?","extend the project to close gap needed for my use case:When thinking about why you continued to contribute to the selected project, how important are the following?","Were there any barriers or reasons that kept you from contributing to this project or others? If so, please list them below.","Have you ever decided to leave or stop contributing to this project or others? If so, please describe your reasons for leaving below.  ","How important is it to you that your project has contributors from your geographic region? See the description of regions here.","How challenging is it for you to work with people who speak a language different from yours?  ","How helpful are translation tools (e.g., Google Translate and Bing Translate) when connecting with your project collaborators?  ","How important is it to you that your project has contributors with your same gender identity?  ","What do you think can encourage more women's participation in GitHub?","What is your gender identity?  ","Non-binary:What is your gender identity?  ","Which geographic region do you contribute from? See the description of regions here.  "
"43","United States","","my hobby","volunteer in the community for free","learn something new","","help get a job","meet new people","","","","","","Monthly","Important","Very important","Neutral","Neutral","Neutral","Neutral","","","","","","","","","","","","","","","","","","","Very important","","","","","","","","","","","","","","Important","Important","Neutral","Less important","Less important","Not at all important","","","","","","","","","","","","","","The big upstream dependency of this project is maintained by a jerk, so I mostly just maintain the project now, rather than actively add new features.","Sure I have stopped contributing to projects when the maintainers are jerks to me or others.  Other thing that have curtailed or stopped me from working on a project are racism, misogynous behavior or unprofessional conduct by maintainers.","Not at all important","Challenging","Less helpful","Not at all important","This is a really tough question.  Fewer men being jerks I think.  I am not sure how you accomplish this.","Man","","d.	Northern America"
"44","Japan","","","volunteer in the community for free","","","","","","","","","","Monthly","Neutral","Less important","Not at all important","Important","Less important","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Neutral","Less important","Important","Important","Important","Neutral","","","","","","","","","","","","","","No active development. To stop developing by main contributors.","","Not at all important","Challenging","Neutral","Not at all important","","Man","","g.	Eastern Asia"
"45","Ukraine","","my hobby","","","","","","","","","","","Weekly","","Very important","","Important","Important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Important","","Important","","","","","","","","","","","","","","","","","To others: long delays till reviewing or merging PRs which make you feel inappropriate.","Changing interests or lack of time.","Neutral","Neutral","Neutral","Neutral","The same as for the men: welcoming collaborators, empathy.","Man","","k.	Eastern Europe"
"46","Netherlands","my full-time job","my hobby","","learn something new","","","","","","","","","Monthly","Very important","Very important","Very important","Important","Important","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","","","Very important","","","","","Not at all important","Not at all important","Not at all important","Important","Very important","Neutral","","","","","","","","","","","","","","","","Not at all important","Not at all challenging","Neutral","Not at all important","in GitHub or in Dev?  I think we should offer more scholarships and opportunities. Initiatives like VueVixens and ngGirls are amazing resources for information on this","Woman","","l.	Northern Europe"
"47","India","my full-time job","my hobby","volunteer in the community for free","learn something new","","help get a job","meet new people","","","","","","Weekly","Very important","Important","Neutral","Less important","Important","Less important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Important","Important","Very important","Important","Important","Very important","","","","","","","","","","","","","","Time constraints, unable to get proper resources to solve an issue","Yes, many a times, due to lack of time since I have a full-time job","Neutral","Less challenging","Neutral","Neutral","Creating awareness among women contributors and building confidence, by conducting interactive sessions on open source and contributions","Woman","","h.	South-eastern Asia"
"48","Germany","my full-time job","","volunteer in the community for free","learn something new","","","","","","","","","Monthly","Neutral","Important","Less important","Very important","Important","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Important","Important","Important","Neutral","Neutral","Less important","","","","","","","","","","","","","","","","Not at all important","Neutral","Neutral","Not at all important","Welcoming contributors and a community / possibility to discuss things outside of say GitHubs issue management.   This could be a slack, a discord or a FB group.","Man","","n.	Western Europe"
"49","Russian Federation","my full-time job","","","learn something new","","help get a job","","","","","","","Monthly","Important","Very important","Not at all important","Important","Important","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Neutral","Not at all important","Neutral","Neutral","Neutral","Neutral","","","","","","","","","","","","","","","","Not at all important","Neutral","Helpful","Not at all important","","Woman","","k.	Eastern Europe"
"50","Spain","","my hobby","volunteer in the community for free","","my school or university project","","","","","","","","Monthly","Not at all important","Important","Not at all important","Less important","Less important","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Important","Not at all important","Important","Very important","Very important","Not at all important","","","","","","","","","","","","","","Lack of time due to paid job","Lack of time due to paid job Started other projects","Not at all important","Less challenging","Not at all helpful","Not at all important","Stop considering there could be a diference between men and women like this question assumes, we are all persons","Man","","n.	Western Europe"
"51","Kazakhstan","my full-time job","","volunteer in the community for free","learn something new","","","","","","","","","Monthly","Neutral","Important","Not at all important","Important","Important","Neutral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Important","Important","Important","Important","Important","Neutral","","","","","","","","","","","","","","Project maintainers could invest a little more to onboard contributors","","Neutral","Neutral","Neutral","Neutral","being more articulate about feelings and motivation behind some critique that could come up for example in code review ","Man","","f.	Central Asia"
"52","Brazil","my full-time job","","","learn something new","","help get a job","","","","","","","Monthly","Neutral","Important","Important","Very important","Important","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","Very important","","","","","","","Very important","Very important","Neutral","Neutral","Important","Important","","","","","","","","","","","","","","When I've started a full-time job in software engineering I've ended up with less time to contribute with open source projects.","","Not at all important","Less challenging","Not at all helpful","Important","More women reviewers. More women acting directly on the governance of large open source projects.","Woman","","c.	Latin America and the Caribbean"
"53","Italy","my full-time job","my hobby","volunteer in the community for free","","","","","","","","","","Monthly","Important","Important","Neutral","Less important","Less important","Neutral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Important","Important","Important","Important","Important","Important","","","","","","","","","","","","","","","","Not at all important","Not at all challenging","Not at all helpful","Not at all important","Sex reassignment surgery.","Man","","m.	Southern Europe"
"54","Egypt","","my hobby","volunteer in the community for free","learn something new","","","","","","","","","Monthly","Very important","Less important","Not at all important","Important","Very important","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Neutral","Very important","Neutral","Very important","Very important","Not at all important","","","","","","","","","","","","","","","","Not at all important","Neutral","Neutral","Not at all important","","Man","","a.	Northern Africa"
"55","India","","my hobby","volunteer in the community for free","","","","","","","","","","Hourly","","Very important","Important","Important","Neutral","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Important","Neutral","Important","Neutral","Important","Not at all important","","","","","","","","","","","","","","Got a full time job.","Got a full time job, so didn't have enough time to contribute.","Less important","Neutral","Neutral","Not at all important","","Man","","i.	Southern Asia"
"56","Spain","my full-time job","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Very important","","","","","","","","","","","","","","","","","","","","","Very important","Very important","Very important","Less important","Neutral","Not at all important","","","","","","","","","","","","","","Not enough knowledge in the area and/or not enough time to dedicate","I really just contributed to this project once, I use it in my projects and it needed an update to keep working, so I fixed it","Not at all important","Neutral","Not at all helpful","Important","People should be encouraged to participate even if they can't do it _perfect_. Just dump your ideas and code and if they don't work out of the box, maybe others will be able to take them as an inspiration and make them work. I think women are more afraid to participate because we think we are not good enough, that we can't do a perfect job.","Woman","","m.	Southern Europe"
"57","Spain","","","","","","","","get paid","Other - Write In","","fix bugs in software my consulting projects rely on","","Monthly","Neutral","Important","Important","Important","Important","Neutral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Very important","Neutral","Neutral","Neutral","Neutral","Very important","","","","","","","","","","","","","","Unclear contribution path/process. I like to contribute small at first (report a bug, correct a typo or comment, improve documentation, fix tiny bug) before moving on to larger contributions. If the first foray is not welcomed then they can do their own work.","Apathetic or unresponsive project owners.","Not at all important","Challenging","Neutral","Neutral","I don't feel comfortable answering this question in this context.","Man","","l.	Northern Europe"
"58","United Kingdom","my full-time job","","","","","","","","","","","","Daily","Less important","Important","Important","Neutral","Neutral","Less important","","","","","","","","","","","","","","","","","Very important","","","","","","","","","","","","","","","","Neutral","Neutral","Neutral","Neutral","Neutral","Important","","","","","","","","","","","","","","","I left my job due to a change in management and departmental direction. ","Neutral","Neutral","Neutral","Less important","Participation in what way? Having an account, raising issues?","Woman","","l.	Northern Europe"
"59","India","my full-time job","","","learn something new","","","","","","","","","Monthly","Very important","Very important","Very important","Very important","Not at all important","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Very important","Very important","Not at all important","Not at all important","Not at all important","Very important","","","","","","","","","","","","","","","","Very important","Very challenging","Very helpful","Not at all important","","Woman","","Prefer not to disclose"
"60","Portugal","","","","","my school or university project","","","","","","","","Monthly","Important","Important","Important","Important","Less important","Less important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Important","Less important","Important","Important","Important","Very important","","","","","","","","","","","","","","Disagreement with supervisor  devaluation of the student","Yes, I quit my phd and the project because the invirement of research made me sick ","Less important","Challenging","Helpful","Important","I didn't know anything about github before my colleges mentioned and many professors don't want to share what we do so it is hard to make something public if your boss is against the idea. Maybe we should be aware of this tool in our courses in the university and know that people really use it.","Woman","","n.	Western Europe"
"61","United States","my full-time job","my hobby","volunteer in the community for free","","","","","","","","","","Monthly","Neutral","Very important","Less important","Less important","Important","Not at all important","","","","","","","","","","","Very important","","","","","","","","","","","","","","","","","","","","","","Less important","Less important","Less important","Less important","Less important","Less important","","","","","","","","","","","","","","Some communities are not welcoming contributions","I have dropped a 4 year project because I had a vision for how to redo it better.","Neutral","Less challenging","Neutral","Not at all important","No idea. I should ask my female colleagues","Man","","d.	Northern America"
"62","United States","my full-time job","my hobby","volunteer in the community for free","learn something new","","","meet new people","","","","","","Monthly","","Important","Neutral","Important","Important","Neutral","Very important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Important","Important","Important","Important","Important","Less important","","","","","","","","Very important","","","","","","None","My feature was completed","Less important","Challenging","Not at all helpful","Not at all important","Being welcoming to all genders, referring to gender neutral pronouns, etc. No assumptions.","Man","","d.	Northern America"
"63","Malaysia","","","","learn something new","","","meet new people","","","","","","Weekly","Important","Neutral","Important","Very important","Important","Neutral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Important","Neutral","Important","Important","Neutral","Less important","","","","","","","","","","","","","","","","Neutral","Neutral","Neutral","Less important","","Man","","f.	Central Asia"
"64","United States","my full-time job","","","","","","","","","","","","Monthly","Very important","Neutral","Neutral","Neutral","Neutral","Neutral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Important","Important","Neutral","Neutral","Important","Neutral","","","","","","","","","","","","","","","I stopped contributing to this because I moved off the Azure Cosmos DB product team (which created and ran this project). But I contribute to others on my new team. ","Not at all important","Neutral","Very helpful","Not at all important","We just need more women in programming overall, and I think school outreach programs are the best thing.","Woman","","d.	Northern America"
"65","Czech Republic","","","","","","","","","Other - Write In","","i needed that thing to be fixed, so i fixed it","","","Not at all important","Very important","Not at all important","Not at all important","Not at all important","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Neutral","","","","","","","","","","do not know of any","i already did. i contributed a single commit, when i needed a bug to be fixed. that is all ^_^","Neutral","Less challenging","Neutral","Not at all important","","Man","","n.	Western Europe"
"66","China","","my hobby","volunteer in the community for free","learn something new","","","","","","","","","Monthly","Neutral","Very important","Very important","Neutral","Neutral","Less important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Very important","Neutral","Not at all important","Important","Important","Not at all important","","","","","","","","","","","","","","I spend less time one this project when my I am too busy with my daily work.","No.","Not at all important","Not at all challenging","Helpful","Not at all important","As a women, I don't think it is necessary to encourage more women's participation deliberately.","Woman","","g.	Eastern Asia"
"67","Portugal","my full-time job","my hobby","volunteer in the community for free","","","","","","","","","","Monthly","Important","Very important","Not at all important","Neutral","Important","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Neutral","Neutral","Less important","Important","Important","Neutral","","","","","","","","","","","","","","The project is a bit abandoned sometimes it hard to get new code merged.","Yes, usually when projects don't fit my goals anymore. I also stop contributing when most of the community decides to switch to another project with the same or similar goals.","Not at all important","Less challenging","Not at all helpful","Not at all important","","Man","","m.	Southern Europe"
"68","Spain","","my hobby","","learn something new","","","meet new people","","","","","","Monthly","Important","Very important","Less important","Very important","Less important","Neutral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Less important","Important","Important","Very important","Very important","Neutral","","","","","","","","","","","","","","The only barrier I've found ever was the community who actually maintain the code. Sometimes they are not very friendly,","I did, was because time. Some project are very time consuming...","Very important","Challenging","Helpful","Neutral","I've no idea. There isn't much female students in my college either. Is absolutely a shame.","Man","","n.	Western Europe"
"69","Saudi Arabia","my full-time job","my hobby","volunteer in the community for free","learn something new","","help get a job","","","","","","","Monthly","Important","Very important","Neutral","Very important","Very important","Neutral","","","","Very important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","","","","","","","","","","","","","","","","","","","","","","",""
"70","Brazil","","my hobby","volunteer in the community for free","learn something new","","","meet new people","","","","","","Weekly","Very important","Important","Neutral","Important","Very important","Neutral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Very important","Very important","Important","Very important","Very important","Very important","","","","","","","","","","","","","","Very complex code's architecture","Decrease in the regularity of contributions from project contributors.","Important","Challenging","Very helpful","Neutral","Very welcoming environment.","Man","","Prefer not to disclose"
"71","Netherlands","my full-time job","my hobby","volunteer in the community for free","","","","meet new people","","Other - Write In","","Social relevance","","Hourly","Very important","Important","Neutral","Very important","Very important","Not at all important","","","Very important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Very important","Neutral","Important","Important","Important","Less important","","","","","","","","","","","","","","Hard onboarding due to complex installation process, lack of documentation and lack of activity","Yes. Misaligned goals with the core team and the community, smelly code, ignorance to newcomers","Not at all important","Not at all challenging","Helpful","Not at all important","I don't have a clue.","Man","","n.	Western Europe"
"72","Belgium","my full-time job","","volunteer in the community for free","","","","meet new people","","","","","","Monthly","Neutral","Neutral","Neutral","Neutral","Neutral","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Neutral","Neutral","Neutral","Very important","Very important","Less important","","","","","","","","","","","","","","","","Less important","Less challenging","Neutral","Less important","","Man","","n.	Western Europe"
"73","United States","","","","learn something new","my school or university project","","","","Other - Write In","","contribute to other people's work","","Daily","Very important","Very important","Neutral","Important","Important","Less important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Important","Important","Very important","Important","Important","Not at all important","","","","","","","","","","","","","","No","No","Neutral","Challenging","Less helpful","Not at all important","Exposure to github ","Man","","d.	Northern America"
"74","United States","","my hobby","","learn something new","","","","","","","","","Monthly","Not at all important","Important","Not at all important","Important","Important","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Very important","Important","Not at all important","Important","Neutral","Neutral","Not at all important","","","","","","","","","","","","","Very important","Container software (web browsers) did not support what I required (multichannel recording) at that time, so I was not able to bring my idea forward","Container software (web browsers) did not support what I required (multichannel recording) at that time, so I was not able to bring my idea forward. Also i didn't build a sense of being part of the community during my short period of activity with this project.","Not at all important","Not at all challenging","Neutral","Not at all important","Nothing - there's no need for incentives, it will eventually happen by itself if the current user base is unbalanced by gender, just like in any other area where women historically started participating later than men for any reasons. I don't think there are any gender barriers for creators on GitHub - only in the heads of some old-fashioned role-biased people, but I'm not one of such.","Man","","d.	Northern America"
"75","Tunisia","my full-time job","","","","","","","","","","","","Hourly","Very important","Very important","Not at all important","Important","Important","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Very important","Neutral","Very important","Very important","Very important","Important","","","","","","","","","","","","","","- The lack of documentation - A technology or language that I do not master","- Better job oppurtinity","Very important","Very challenging","Not at all helpful","Neutral","-","Man","","a.	Northern Africa"
"76","Malaysia","","my hobby","volunteer in the community for free","learn something new","","","","","","","","","Weekly","Important","Important","Less important","Important","Important","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Very important","Important","Neutral","Very important","Important","Neutral","","","","","","","","","","","","","","Time","Time","Less important","Not at all challenging","Helpful","Not at all important","Self-motivation","Man","","h.	South-eastern Asia"
"77","Poland","","my hobby","volunteer in the community for free","learn something new","","help get a job","","","","","","","Monthly","Neutral","Neutral","Not at all important","Important","Very important","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Very important","Not at all important","Important","Important","Important","Neutral","","","","","","","","","","","","","","Lack of understanding of how my skills might be useful. Lack of understanding of future goals of project","No, it just happened naturally ","Not at all important","Less challenging","Neutral","Not at all important","Nothing , we have enough women already","Man","","f.	Central Asia"
"78","Brazil","my full-time job","my hobby","","learn something new","my school or university project","","","","","","","","Daily","Important","Important","Important","Very important","Important","Neutral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Very important","Important","Very important","Neutral","Neutral","Neutral","","","","","","","","","","","","","","lack of documentation","","Important","Challenging","Helpful","Not at all important","encouragement from the community itself with campaigns and group formation to insert more women using the platform","Woman","","c.	Latin America and the Caribbean"
"79","United States","my full-time job","","volunteer in the community for free","","","","","","","","","","Monthly","Not at all important","Important","Not at all important","Not at all important","Not at all important","Not at all important","","","","","","","","","","","","","","","","","","","","","","","Very important","","","","","","","","","","Important","Not at all important","Less important","Not at all important","Not at all important","Not at all important","","","","","Very important","","","","","","","","","In this project - not having enough people to crowd source the data  On most - not having a clear understanding of what features would be helpful to work on","Normally I stopped using the tool personally ","Not at all important","Less challenging","Less helpful","Not at all important","Enforce codes of conduct","Man","","d.	Northern America"
"80","Philippines","","my hobby","","learn something new","","help get a job","","","","","","","Daily","Very important","Very important","Less important","Very important","Very important","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Important","","Important","Very important","Important","Neutral","","","","","","","","","","","","","","More advanced toolkits, libraries kept popping up with more contributors. ","Yes. I stopped because of it became harder to balance work-hobby schedule. And the library became obsolete eventually. ","Not at all important","Challenging","Neutral","Not at all important","I think the more women who learn how to code, the more encouraged they become. I generally don't think women code more poorly than men. It's just there's a few of them in the industry. ","Man","","h.	South-eastern Asia"
"81","United States","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"82","India","","my hobby","","learn something new","","","","","","","","","Weekly","Important","Important","Important","Important","Important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Very important","Important","Important","Neutral","Neutral","Less important","","","","","","","","","","","","","","You have to identify about, how to contribute and taking responsibility of task. People will wait for your work as it will be dependent.","Because of time constraints and if you leave interacting with the community members","Important","Challenging","Less helpful","Not at all important","","Man","","i.	Southern Asia"
"83","Netherlands","my full-time job","","","","","","","","","","","","Monthly","Important","Important","Not at all important","Very important","Very important","Less important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Important","Important","Not at all important","Neutral","Neutral","Not at all important","","","","","","","","","","","","","","","","Not at all important","Not at all challenging","Neutral","Not at all important","","Man","","k.	Eastern Europe"
"84","Italy","","my hobby","volunteer in the community for free","","","","","","","","","","Monthly","Neutral","Important","Not at all important","Neutral","Important","Less important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Very important","","","","Important","Neutral","Important","Neutral","Less important","Not at all important","","","","","","","","","","","","","","(not in this project) unknown languages, maintainers not responding","","Not at all important","Neutral","Less helpful","Not at all important","","Man","","m.	Southern Europe"
"85","United States","my full-time job","my hobby","volunteer in the community for free","","","","","","Other - Write In","","give back","","Daily","Neutral","Important","Not at all important","Important","Important","Not at all important","","","","","","","","","","","","","","Very important","","","","","","","","","","","","","","","","","","","Very important","Important","Less important","Less important","Less important","Less important","","","","","","","","","","","","","","","","Not at all important","Not at all challenging","Not at all helpful","Neutral","","Man","","n.	Western Europe"
"86","Germany","","my hobby","volunteer in the community for free","","","","","","","","","","Monthly","Less important","Very important","Not at all important","Important","Important","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Very important","Important","Important","Less important","Less important","","","","","","","","","","","","","","","Lack of proper documentation and infrequent response from maintainers","Maintainers were unable to reach out for extended periods of time","Not at all important","Less challenging","Neutral","Not at all important","De-stigmatize programming as a male dominated profession","Man","","n.	Western Europe"
"87","Spain","","","volunteer in the community for free","","","","","","","","","","Monthly","Very important","Very important","Important","Very important","Very important","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Not at all important","Very important","Very important","Not at all important","Very important","Not at all important","","","","","","","","","","","","","","The project doesn't seem to need new features or to have bugs","Yes, because I stopped using the technologies related to the project in the same way","Not at all important","Challenging","Less helpful","Not at all important","Giving more visibility and fighting against bad behaviors by other men","Man","","n.	Western Europe"
"88","United States","","","","learn something new","","help get a job","","","","","","","Monthly","Important","Important","Not at all important","Important","Important","Less important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Important","Important","Very important","Important","Important","Less important","","","","","","","","","","","","","","Environment setup issues Lock in from various vendors like Google, Microsoft,  Amazon, Facebook etc who dominate certain oss projects for namesake with hidden vested interests of their own ","Yes when it takes too long to get PRs out and merged ","Important","Less challenging","Helpful","Less important","Don't see why Github has anything to do with women's participation. In general, low participation to oss from women's may be related to they being minority in the whole bro cultured software world. ","Prefer not to disclose","","d.	Northern America"
"89","Luxembourg","","","volunteer in the community for free","learn something new","","","","","","","","","Monthly","Very important","Very important","Important","Very important","Important","Neutral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Neutral","Neutral","Very important","Very important","Important","Less important","","","","","","","","","","","","","","","","Neutral","Neutral","Helpful","Not at all important","","Woman","","k.	Eastern Europe"
"90","Algeria","","","volunteer in the community for free","learn something new","","","","","","","","","Weekly","Important","Important","Neutral","Important","Important","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Neutral","Neutral","Neutral","Important","Important","Important","","","","","","","","","","","","","","","","Neutral","Neutral","Helpful","Neutral","I don't think the a difference between what encourage women's and men's participation","Man","","a.	Northern Africa"
"91","Spain","","my hobby","volunteer in the community for free","learn something new","","","","","","","","","Weekly","Important","Important","Less important","Important","Important","Less important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Very important","Neutral","Neutral","Important","Important","Less important","","","","","","","","","","","","","","","","Not at all important","Challenging","Helpful","Not at all important","","Man","","m.	Southern Europe"
"92","Egypt","my full-time job","my hobby","volunteer in the community for free","learn something new","","help get a job","meet new people","","","","","","Monthly","Important","Neutral","Important","Important","Important","Less important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Very important","Very important","Important","Very important","Very important","Neutral","","","","","","","","","","","","","","","","Neutral","Challenging","Very helpful","Not at all important","","Man","","a.	Northern Africa"
